surah,ayat,terjemahan_lemmatized
43,58,mana tuhan tuhan isa umpama kepada maksud ban kaum suka tengkar
43,59,isa nikmat nabi jadi tanda bukti kuasa allah bani lsrail
43,60,hendak jadi ganti bumi malaikat malaikat turun turun
43,61,isa tahu kiamat ragu ragu kiamat ikut jalan lurus
43,62,kali paling syaitan syaitan musuh nyata bagi
43,63,isa bawa terang kepada bawa hikmat kepada selisih tentang takwa allah taat kepada
43,64,allah tuhan tuhan sembah jalan lurus
43,65,selisih golong golong celaka besar zalim siksa pedih kiamat
43,66,tunggu kecuali datang kiamat sadar
43,67,teman teman akrab bagi musuh kecuali takwa
43,68,ku tiada khawatir hadap sedih hati
43,69,iman ayat ayat serah
43,70,masuk surga isteri isteri gembira
43,71,edar piring piring emas piala piala surga ingin hati sedap pandang mata kekal dalam
43,72,surga waris sebab amal amal kerja
43,73,surga buah buah untuk sebahagiannya makan
43,74,dosa kekal azab neraka
43,75,ringan azab dalam putus asa
43,76,aniaya aniaya
43,77,seru malik biar tuhan bunuh tinggal neraka
43,78,memhawa benar banyak benci benar
43,79,tetap tipu daya jahat tetap
43,80,dengar rahasia bisik bisik dengar utus utus malaikat malaikat catat sisi
43,81,tuhan murah anak muhammad mulia anak
43,82,suci tuhan empunya langit bumi tuhan empunya arsy sifat
43,83,biar tenggelam sesat main main temu janji
43,84,tuhan sembah langit tuhan sembah bumi bijaksana
43,85,suci tuhan raja langit bumi sisi nya tahu kiamat nya kembali
43,86,sembah sembah sembah allah syafaat syafaat aku hak tauhid yakin
43,87,cipta allah paling sembah allah
43,88,allah tabu ucap muhammad ya tuhan kaum iman
43,89,paling muhammad salam selamat tinggal kelak nasib buruk
44,1,haa miim
44,2,kitab al quran
44,3,turun malam kah ingat
44,4,malam urus penuh hikmah
44,5,urus sisi utus rasul rasul
44,6,rahmat tuhan dengar
44,7,tuhan pelihara langit bumi
44,8,tuhan hak sembah hidup mati tuhan tuhan bapak
44,9,main main ragu ragu
44,10,tunggu langit bawa kabut nyata
44,11,liput manusia azab pedih
44,12,doa ya tuhan lenyap azab iman
44,13,terima ingat rasul jelas
44,14,paling daripada terima ajar gila
44,15,lenyap siksa ingkar
44,16,ingat hantam hantam keras beri balas
44,17,uji kaum firaun rasul mulia
44,18,serah kepada allah bani israil budak utus allah percaya kepada
44,19,sombong allah kepada bawa bukti nyata
44,20,lindung tuhan tuhan ingin rajam
44,21,iman kepada biar pimpin bani israil
44,22,musa doa tuhan kaum dosa segera azab
44,23,allah firman jalan bawa ku malam kejar
44,24,biar laut belah tentara tenggelam
44,25,banyak taman mata air tinggal
44,26,kebun kebun indah indah
44,27,senang senang nikmat
44,28,waris kaum
44,29,langit bumi tangis mereka tangguh
44,30,selamat bani israil siksa hina
44,31,azab firaun sombong salah lampau batas
44,32,pilih tahu bangsa bangsa
44,33,tanda tanda kuasa dalam nikmat nyata
44,34,kaum musyrik
44,35,mati mati dunia kali bangkit
44,36,datang
44,37,kaum musyrikin kaum tubba binasa dosa
44,38,cipta langit bumi main main
44,39,cipta haq banyak
44,40,putus kiamat janji
44,41,karib manfaat karib sedikit tolong
44,42,kecuali rahmat allah perkasa sayang
44,43,pohon zaqqum
44,44,makan dosa
44,45,kotor minyak didih perut
44,46,didih air panas
44,47,pegang seret neraka
44,48,tuang kepala siksa air panas
44,49,rasa perkasa mulia
44,50,azab ragu ragu
44,51,takwa aman
44,52,taman taman mata air mata air
44,53,pakai sutera halus sutera tebal duduk hadap hadap
44,54,bidadari
44,55,dalam buah buah aman khawatir
44,56,rasa mati dalam kecuali mati dunia allah pelihara azab neraka
44,57,karunia tuhan untung
44,58,mudah al quran bahasa ajar
44,59,tunggu tunggu
45,1,haa miim
45,2,kitab turun allah perkasa bijaksana
45,3,langit bumi tanda tanda kuasa allah iman
45,4,cipta binatang binatang lata tebar bumi tanda tanda kuasa allah kaum
45,5,ganti malam siang hujan turun allah langit hidup nya air hujan bumi mati kisar angin tanda tanda kuasa allah kaum akal
45,6,ayat ayat allah baca kepada kata mana iman kalam allah terang terang nya
45,7,celaka besar dusta dosa
45,8,dengar ayat ayat allah baca sombong akan dengar khabar gembira azab pedih
45,9,ayat ayat ayat ayat jadi olok olok oleh azab hina
45,10,hadap neraka guna sedikit kerja guna jadi sembah sembah allah azab
45,11,al quran tunjuk kafir ayat ayat tuhan azab siksa pedih
45,12,allah tunduk laut untuk kapal kapal layar izin nya cari karunia nya mudah mudah syukur
45,13,tunduk untuk langit bumi rahmat nya tanda tanda kuasa allah kaum berfikir
45,14,iman maaf tiada takut allah balas kaum kerja
45,15,amal saleh jahat timpa tuhan kembali
45,16,bani israil al kitab taurat kuasa nabi rezeki rezeki lebih bangsa bangsa masa
45,17,terang terang nyata urus agama selisih tahu dengki tuhan putus kiamat selisih
45,18,jadi syariat atur urus agama ikut syariat ikut hawa nafsu
45,19,kali tolak sedikit siksa allah zalim tolong allah lindung takwa
45,20,al quran pedoman manusia tunjuk rahmat kaum
45,21,jahat sangka jadi iman amal saleh hidup mati buruk sangka
45,22,allah cipta langit bumi tuju balas kerja rugi
45,23,pernah jadi hawa nafsu tuhan allah biar dasar ilmu nya allah kunci mati dengar hati letak tutup lihat beri tunjuk allah biar sesat ambil ajar
45,24,hidup hidup dunia mati hidup binasa kali tahu duga duga
45,25,baca ayat ayat bantah datang nenek moyang
45,26,allah hidup mati kumpul kiamat ragu banyak manusia
45,27,punya allah raja langit bumi bangkit rugi kebathilan
45,28,umat lutut umat panggil buku catat amal balas kerja
45,29,allah firman kitab catat hadap suruh catat kerja
45,30,iman amal saleh tuhan masuk rahmat nya surga untung nyata
45,31,kafir ayat ayat ku baca kepada sombong kaum buat dosa
45,32,kepada janji allah bangkit ragu kiamat kali duga duga kali yakin
45,33,nyata keburu keburu kerja liput azab olok olok
45,34,lupa lupa temu hari kembali neraka kali oleh tolong
45,35,jadi ayat ayat allah olok olok tipu hidup dunia keluar neraka sempat taubat
45,36,allah puji tuhan langit tuhan bumi tuhan semesta alam
45,37,nya agung langit bumi perkasa bijaksana
46,1,haa miim
46,2,turun kitab allah perkasa bijaksana
46,3,tiada cipta langit bumi tuju tentu kafir paling ingat
46,4,terang kepada sembah allah lihat ku cipta bumi ada serikat allah cipta langit bawa ku kitab al quran tinggal tahu
46,5,sesat sembah sembah sembah allah tiada kenan doa kiamat lalai perhati doa
46,6,manusia kumpul kiamat sembah sembah musuh ingkar puja puja
46,7,baca ayat ayat kata ingkar benar benar sihir nyata
46,8,muhammad ada adakan al quran ada adakan tiada kuasa sedikit tahan azab allah cakap al quran saksi antara antara kam sayang
46,9,rasul rasul rasul hadap hadap ikut wahyu kepada beri ingat
46,10,terang kepada dapat al quran sisi allah ingkar saksi bani israil aku benar al quran iman sombong allah tiada tunjuk zalim
46,11,kafir iman al quran tiada dahulu iman tunjuk dengan dusta
46,12,al quran kitab musa tunjuk rahmat al quran kitab benar bahasa arab ingat zalim kabar gembira buat
46,13,tuhan allah istiqamah khawatir tiada duka cita
46,14,huni huni surga kekal dalam balas kerja
46,15,perintah manusia buat bapak ibu kandung susah payah lahir susah payah kandung sapih puluh dewasa umur puluh doa ya tuhan tunjuk syukur nikmat engkau engkau kepada bapak buat amal saleh engkau ridhai ilah baik kepada baik anak cucu taubat engkau serah
46,16,terima amal kerja ampun salah salah huni huni surga janji janji
46,17,bapak cis ingat kepada bangkit umat belum bapak mohon tolong allah seraya celaka rim janji allah dongeng belaka
46,18,tetap azab umat umat jin manusia rugi
46,19,derajat kerja allah cukup balas kerja kerja tiada rugi
46,20,ingat kafir hadap neraka habis rezeki hidup duniawi senang senang dengan balas azab hina sombong bumi hak fasik
46,21,ingat hud saudara kaum aad ingat kaum al ahqaaf beri ingat sembah allah khawatir timpa azab
46,22,maling sembah tuhan tuhan datang azab ancam
46,23,tahu sisi allah kepada utus bawa kaum bodoh
46,24,azab awan lembah lembah kata awan turun hujan azab angin kandung azab pedih
46,25,hancur perintah tuhan kecuali bekas bekas tinggal balas kaum dosa
46,26,teguh duduk teguh duduk dengar lihat hati dengar lihat hati guna jua ingkar ayat ayat allah liput siksa olok olok
46,27,binasa negeri negeri sekitar tanda tanda besar ulang ulang taubat
46,28,sembah allah tuhan dekat allah tolong tuhan tuhan lenyap akibat bohong adakan
46,29,ingat hadap serombong jin kepada dengar al quran hadir baca diam dengar baca selesai kaum ingat
46,30,kaum dengar kitab al quran turun musa benar kitab kitab pimpin benar jalan lurus
46,31,kaum terima seru seru allah rim nya allah ampun dosa dosa lepas azab pedih
46,32,terima seru seru allah lepas azab allah bumi bagi lindung allah sesat nyata
46,33,perhati allah cipta langit bumi payah cipta kuasa hidup mati ya kuasa
46,34,ingat kafir hadap neraka azab ya tuhan allah firman rasa azab sebab ingkar
46,35,sabar teguh hati rasul rasul sabar segera azab azab ancam olah tinggal dunia siang ajar binasa kaum fasik
47,1,kafir halang manusia jalan allah allah sesat buat buat
47,2,mukmin amal soleh iman turun muhammad haq tuhan allah hapus salah salah baik
47,3,kafir ikut bathil mukmin ikut haq tuhan allah manusia banding banding
47,4,temu kafir medan perang pancung batang leher kalah tawan bebas terima tebus perang allah allah binasa allah uji syahid jalan allah allah sia nyiakan amal
47,5,allah pimpin baik
47,6,masuk jannah kenan nya
47,7,mukmin tolong agama allah tolong teguh duduk
47,8,kafir celaka allah sesat amal amal
47,9,benci turun allah al quran allah hapus pahala pahala amal amal
47,10,ada jalan bumi perhati sudah allah timpa binasa kafir terima akibat akibat
47,11,allah lindung iman kafir lindung
47,12,allah masuk mukmin amal saleh jannah alir bawah sungai sungai kafir senang senang dunia makan makan binatang tinggal
47,13,banyak negeri duduk kuat duduk negeri muhammad usir binasa tolong
47,14,pegang terang rabbnya shaitan jadi pandang buat buruk ikut hawa nafsu
47,15,umpama huni jannah janji takwa dalam sungai sungai air tiada ubah bau sungai sungai air susu ubah sungai sungai khamar lezat minum sungai sungai madu saring oleh dalam buah buah ampun rabb kekal minum air didih potong usus
47,16,dengar kata sisi ilmu tahu sahabat sahabat nabi kunci mati hati allah ikut hawa nafsu
47,17,terima tunjuk allah tambah tunjuk balas takwa
47,18,tunggu tunggu kiamat datang tanda tanda faedah sadar kiamat
47,19,tahu ilah sembah tuhan allah mohon ampun dosa dosa mukmin laki laki perempuan allah usaha tinggal
47,20,iman tiada turun surat turun surat maksud dalam perintah perang sakit hati pandang kepada pandang pingsan takut mati celaka
47,21,taat kata perintah perang suka iman allah
47,22,kuasa rusa bumi putus hubung keluarga
47,23,laknat allah tuli nya telinga buta nya lihat
47,24,perhati al quran hati kunci
47,25,kafir tunjuk syaitan jadi mudah buat dosa panjang angan angan
47,26,munafik benci turun allah yahudi patuh urus allah rahasia
47,27,malaikat cabut nyawa seraya pukul mukul punggung
47,28,ikut timbul murka allah benci keridhaan nya allah hapus pahala amal amal
47,29,sakit hati allah tampak dengki
47,30,hendak tunjuk kepada kenal tanda tanda kenal kias kias kata allah buat buat
47,31,uji jihad sabar buruk ihwal
47,32,kafir halang manusia jalan allah musuh rasul tunjuk mudharat allah sedikit allah hapus pahala amal amal
47,33,iman taat allah taat rasul rusak pahala amal amal
47,34,kafir halang manusia jalan allah mati kafir kali allah ampun
47,35,lemah damai allah sama kali kurang pahala amal amal
47,36,hidup dunia main senda gurau iman takwa allah pahala kepada harta harta
47,37,harta kepada desak kikir tampak dengki
47,38,ingat ajak nafkah harta jalan allah kikir kikir kikir allah kaya nya paling ganti kaum
48,1,kepada menang nyata
48,2,allah ampun kepada dosa sempurna nikmat nya atas pimpin jalan lurus
48,3,allah tolong tolong kuat
48,4,turun tenang hati mukmin iman tambah samping iman punya allah tentara langit bumi allah bijaksana
48,5,masuk mukmin laki laki perempuan surga alir bawah sungai sungai kekal dalam tutup salah salah untung sisi allah
48,6,azab munafik laki laki perempuan musyrik laki laki perempuan prasangka buruk allah gilir binasa buruk allah murka kutuk sedia neraka neraka jahat jahat
48,7,punya allah tentara langit bumi allah perkasa bijaksana
48,8,utus saksi bawa berita gembira beri ingat
48,9,iman allah rasul nya kuat agama besar nya tasbih nya pagi petang
48,10,janji setia janji setia allah tangan allah tangan langgar janji akibat langgar janji timpa tepat janji allah allah beri pahala
48,11,badwi tinggal hudaibiyah harta rintang mohon ampun lidah hati gerangan halang halang hendak allah kemudharatan bagi manfaat bagi allah kerja
48,12,sangka rasul mukmin kali syaitan jadi pandang hati sangka sangka sangka buruk kaum binasa
48,13,iman allah rasul nya sedia kafir neraka nyala nyala
48,14,punya allah raja langit bumi ampun hendak nya azab hendak nya allah kam sayang
48,15,badwi tinggal berangkat ambil rampas biar ikut rubah janji allah kali ikut allah tetap dengki erti
48,16,badwi tinggal ajak rang kaum kuat rang serah masuk islam patuh aja allah kepada pahala paling paling azab azab pedih
48,17,tiada dosa buta pincang sakit perang taat allah rasul nya allah masuk surga alir bawah sungai sungai paling azab nya azab pedih
48,18,allah ridha mukmin janji setia kepada pohon allah hati turun tenang balas menang
48,19,harta rampas allah perkasa bijaksana
48,20,allah janji harta rampas segera nya harta rampas untuk tahan tangan manusia binasa syukur nya bukti mukmin jalan lurus
48,21,janji menang menang negeri negeri kuasa allah tentu nya allah kuasa
48,22,kafir rang balik lari kalah tiada oleh lindung tolong
48,23,sunnatullah laku kali tiada temu ubah sunnatullah
48,24,tahan tangan binasa tahan tangan binasa kota mekah allah menang allah kerja
48,25,kafir halang masuk masjidil haram halang hewan korban sembelih laki laki mukmin perempuan perempuan mukmin tiada tahu bunuh sebab timpa susah tahu allah tahan tangan binasa allah masuk hendak nya rahmat nya campur baur azab yag kafir azab pedih
48,26,kafir tanam hati sombong sombong jahiliyah allah turun tenang rasul nya mukmin allah wajib kalimat takwa hak kalimat takwa patut milik allah
48,27,allah bukti rasul nya benar mimpi pasuk masjidil haram insya allah aman cukur rambut kepala gunting takut allah tiada tahu menang
48,28,utus rasul nya bawa tunjuk agama hak menang nya agama allah saksi
48,29,muhammad utus allah keras kafir kasih sayang ruku sujud cari karunia allah keridhaan nya tanda tanda bekas sujud sifat sifat taurat sifat sifat injil tanam keluar tunas tunas jadi tanam kuat besar tegak lurus pokok tanam senang hati tanam tanam allah jengkel hati kafir kuat mukmin allah janji iman amal saleh ampun pahala
49,1,iman dahulu allah rasul takwa allah allah dengar
49,2,iman tinggi suara lebih suara nabi suara keras keras suara hapus pahala amal sadar
49,3,rendah suara sisi rasulullah uji hati allah takwa ampun pahala
49,4,panggil kamar banyak erti
49,5,sabar temu allah kam sayang
49,6,iman kepada fasik bawa berita periksa teliti timpa musibah kaum ada sebab sesal buat
49,7,tahu oleh kalang rasulullah turut mau urus susah allah jadi cinta iman jadi iman indah hati jadi benci kafir fasik durhaka ikut jalan lurus
49,8,karunia nikmat allah allah bijaksana
49,9,golong iman perang damai langgar janji langgar janji rang surut perintah allah surut damai adil laku adil allah cinta laku adil
49,10,iman saudara damai baik hubung saudara takut allah rahmat
49,11,iman kumpul laki laki rendah kumpul tertawa kumpul perempuan rendah kumpul rendah suka cela diri panggil gelar kandung ejek buruk buruk panggil panggil buruk iman tobat zalim
49,12,iman jauh banyak purba sangka curiga purba sangka dosa cari cari keburu gunjing ada suka makan daging saudara mati jijik takwa allah allah terima taubat sayang
49,13,manusia cipta laki laki perempuan jadi bangsa bangsa suku suku kenal kenal mulia sisi allah takwa allah kenal
49,14,arab badui iman iman tunduk iman masuk hati taat allah rasul nya kurang sedikit pahala amal allah kam sayang
49,15,iman percaya iman allah rasul nya ragu ragu juang jihad harta jiwa jalan allah
49,16,memberitahukan allah agama allah langit bumi allah
49,17,nikmat kepada islam nikmat kepada islam allah limpah nikmat kepada iman
49,18,allah ghaib langit bumi allah kerja
50,1,qaaf al quran mulia
50,2,terima cengang beri ingat kalang kata kafir ajaib
50,3,mati tanah kembali
50,4,hancur bumi tubuh tubuh sisi kami kitab pelihara catat
50,5,dusta benar benar kacau balau
50,6,langit tinggi hias langit retak retak sedikit
50,7,hampar bumi letak gunung gunung kokoh tumbuh tanam indah pandang mata
50,8,ajar ingat allah
50,9,turun langit air manfaat tumbuh air pohon pohon biji biji tanam ketam
50,10,pohon kurma mayang susun susun
50,11,rezeki hidup air tanah mati kering bangkit
50,12,dusta kaum nuh duduk rass tsamud
50,13,kaum aad kaum firaun kaum luth
50,14,duduk aikah kaum tubba dusta rasul rasul mesti hukum ancam
50,15,letih cipta ragu ragu cipta
50,16,cipta manusia bisik hati urat leher
50,17,malaikat catat amal buat duduk belah kanan duduk belah kiri
50,18,tiada ucap dekat malaikat awas hadir
50,19,datang sakaratul maut benar benar lari daripada
50,20,tiup sangkakala laksana ancam
50,21,datang malaikat giring malaikat saksi
50,22,lalai singkap daripada tutup tutup mata lihat tajam
50,23,serta catat amal sedia sisi
50,24,allah firman lempar oleh dua neraka ingkar keras kepala
50,25,halang kebaji langgar batas ragu ragu
50,26,sembah sembah serta allah lempar siksa
50,27,serta ya tuhan sesat sesat
50,28,allah firman tengkar hadap ku ancam kepada
50,29,putus sisi ku ubah kali aniaya ku
50,30,ingat penuh tambah
50,31,dekat surga takwa tiada
50,32,janji kepada allah pelihara atur atur nya
50,33,takut tuhan murah hati taubat
50,34,masuk surga aman kekal
50,35,dalam oleh hendak sisi tambah
50,36,banyak umat umat kuat binasa jelajah negeri ada lari binasa
50,37,ingat akal dengar saksi
50,38,cipta langit bumi enam sedikit timpa letih
50,39,sabar tasbih puji tuhan terbit matahari benam
50,40,tasbih nya malam selesai sembahyang
50,41,dengar seru seru malaikat seru
50,42,dengar ria benar benar kubur
50,43,hidup mati makhluk
50,44,bumi belah belah tampak cepat kumpul mudah
50,45,kali paksa ingat al quran takut ancam ku
51,1,angin terbang debu kuat
51,2,awan kandung hujan
51,3,kapal kapal layar mudah
51,4,malaikat malaikat bagi urus
51,5,janji kepada
51,6,balas
51,7,langit jalan jalan
51,8,beda dapat
51,9,paling daripada rasul al quran paling
51,10,kutuk dusta
51,11,benam bodoh lalai
51,12,balas
51,13,balas azab api neraka
51,14,rasa azab azab segera
51,15,takwa taman taman surga mata air mata air
51,16,terima beri rabb dunia buat baik
51,17,dunia tidur waktu malam
51,18,mohon ampun waktu pagi fajar
51,19,harta harta hak miskin miskin
51,20,bumi tanda tanda kuasa allah
51,21,diri perhati
51,22,langit rezeki janji kepada
51,23,tuhan langit bumi janji kata ucap
51,24,kepada muhammad cerita tamu ibrahim malaikat malaikat mulia
51,25,ingat masuk tempat salaamun ibrahim salaamun kenal
51,26,diam diam temu keluarga bawa daging anak sapi gemuk
51,27,hidang ibrahim silah makan
51,28,makan ibrahim takut takut kabar gembira lahir anak alim ishak
51,29,isterinya pekik tepuk muka seraya perempuan tua mandul
51,30,tuhan firman bijaksana
51,31,ibrahim urus utus
51,32,utus kaum dosa kaum luth
51,33,timpa batu batu tanah
51,34,tanda sisi tuhan binasa lampau batas
51,35,keluar iman negeri kaum luth
51,36,dapat negeri kecuali rumah serah
51,37,tinggal negeri tanda takut siksa pedih
51,38,musa tanda tanda kuasa allah utus firaun bawa mukjizat nyata
51,39,firaun paling iman tentara tukang sihir gila
51,40,siksa tentara lempar laut kerja cela
51,41,kisah aad kirim angin binasa
51,42,angin biar satu lalu jadi serbuk
51,43,kisah kaum tsamud senang senang
51,44,laku angkuh perintah tuhan sambar petir
51,45,kali bangun tolong
51,46,binasa kaum nuh kaum fasik
51,47,langit bangun kuasa kuasa
51,48,bumi hampar hampar
51,49,cipta pasang pasang besar allah
51,50,segera taat allah beri ingat nyata allah untuk
51,51,ada tuhan samping allah beri ingat nyata allah untuk
51,52,rasul tukang sihir gila
51,53,pesan kaum lampau batas
51,54,paling kali cela
51,55,tetap ingat ingat manfaat iman
51,56,cipta jin manusia abdi ku
51,57,rezeki sedikit ku makan
51,58,allah beri rezeki kuat kokoh
51,59,zalim siksa bahagian teman ku segera
51,60,celaka kafir ancam
52,1,bukit
52,2,kitab tulis
52,3,lembar buka
52,4,baitul mamur
52,5,atap tinggi langit
52,6,laut tanah api
52,7,azab tuhan
52,8,orang tolak
52,9,langit bergoncang
52,10,gunung jalan
52,11,celaka besar dusta
52,12,main main kebathilan
52,13,dorong neraka kuat kuat
52,14,neraka dusta
52,15,sihir
52,16,masukklah dalam rasa panas api sabar bagi balas kerja
52,17,takwa surga nikmat
52,18,suka ria tuhan tuhan pelihara azab neraka
52,19,makan minum enak balas kerja
52,20,telekan dipan dipan deret kawin bidadari bidadari cantik mata jeli
52,21,oranng iman anak cucu ikut iman hubung anak cucu tiada kurang sedikit pahala amal manusia ikat kerja
52,22,tambah buah buah daging jenis ingin
52,23,surga rebut piala gelas isi timbul faedah tiada buat dosa
52,24,keliling anak anak muda layan akan mutiara simpan
52,25,hadap
52,26,takut azab
52,27,allah karunia pelihara azab neraka
52,28,sembah nya limpah baik sayang
52,29,tetap ingat sebab nikmat tuhan tukang tenung gila
52,30,sair tunggu tunggu celaka timpa
52,31,tunggu aku tunggu
52,32,perintah fikiran fikiran tuduh tuduh kaum lampau batas
52,33,muhammad buat iman
52,34,kalimat al quran
52,35,cipta sesuatu cipta
52,36,cipta langit bumi
52,37,sisi bendahara tuhan mereka kuasa
52,38,tangga langit dengar tangga gaib dengar terang nyata
52,39,allah anak anak perempuan anak anak laki laki
52,40,upah beban hutang
52,41,sisi tahu gaib tulis
52,42,tipu daya kafir kena tipu daya
52,43,tuhan allah suci allah sekutu
52,44,langit gugur awan tindih tindih
52,45,biar temu janji binasa
52,46,guna sedikit tipu daya tolong
52,47,zalim azab banyak
52,48,sabar tunggu tetap tuhan lihat tasbih puji tuhan bangun diri
52,49,tasbih nya malam benam bintang bintang fajar
53,1,bintang benam
53,2,kawan muhammad sesat keliru
53,3,al quran mau hawa nafsu
53,4,ucap tiada wahyu wahyu
53,5,ajar jibril kuat
53,6,akal cerdas jibril tampak rupa asli
53,7,ufuk
53,8,dekat tambah
53,9,muhammad jarak ujung busur panah
53,10,nya muhammad allah wahyu
53,11,hati dusta lihat
53,12,kaum musyrik mekah bantah lihat
53,13,muhammad jibril asli
53,14,sidratil muntaha
53,15,dekat surga tinggal
53,16,muhammad jibril sidratil muntaha liput liput
53,17,lihat muhammad paling lihat lampau
53,18,tanda tanda kuasa tuhan
53,19,patut musyrik anggap al lata al uzza
53,20,manah tiga kemudi anak perempuan allah
53,21,patut anak laki laki allah anak perempuan
53,22,bagi adil
53,23,nama nama ada allah turun terang sembah ikut sangka sangka ingin hawa nafsu tunjuk tuhan
53,24,manusia cita cita
53,25,allah hidup akhirat hidup dunia
53,26,banyak malaikat langit syafaat sedikit guna kecuali allah mengijinkan hendak diridhai nya
53,27,tiada iman hidup akhirat nama malaikat nama perempuan
53,28,tahu ikut sangka sangka tiada faedah sedikit benar
53,29,paling muhammad paling ingat ingin kecuali hidup duniawi
53,30,tahu tuhan sesat jalan nya pula tunjuk
53,31,punya allah langit bumi balas buat jahat kerja balas buat pahala surga
53,32,jauh dosa dosa buat keji salah salah tuhan luas ampun nya ada jadi tanah janin perut ibu diri suci takwa
53,33,paling al quran
53,34,
53,35,tahu ghaib
53,36,berita lembar lembar musa
53,37,lembar lembar ibrahim sempurna janji
53,38,dosa pikul dosa
53,39,manusia tiada oleh usaha
53,40,usaha kelak
53,41,balas balas sempurna
53,42,tuhan sudah
53,43,jadi tertawa menang
53,44,mati hidup
53,45,cipta pasang pasang pria wanita
53,46,air mani pancar
53,47,tetap jadi bangkit mati
53,48,kaya cukup
53,49,tuhan milik bintang syira
53,50,binasa kaum aad
53,51,kaum tsamud orang tinggal nya hidup
53,52,kaum nuh zalim durhaka
53,53,negeri negeri kaum luth hancur allah
53,54,allah timpa negeri azab timpa
53,55,nikmat tuhan mana ragu ragu
53,56,muhammad beri ingat beri beri ingat
53,57,kiamat
53,58,allah
53,59,heran berita
53,60,tertawa menang
53,61,lengah
53,62,sujud allah sembah
54,1,datang belah
54,2,musyrikin tanda mukjizat paling sihir terus
54,3,duta nabi ikut hawa nafsu urus tetap
54,4,kisah dalam cegah kafir
54,5,hikmah sempurna ingat ingat guna
54,6,paling ingat seru malaikat seru senang balas
54,7,tunduk pandang pandang kubur akan belalang bangan
54,8,cepat seru kafir berat
54,9,dusta nuh dusta nuh gila ancam
54,10,adu tuhan kalah menang
54,11,buka pintu pintu langit turun air curah
54,12,jadi bumi pancar mata air mata air tulah air air urus tetap
54,13,angkut nuh bahtera buat papan paku
54,14,layar pelihara bas ingkar nuh
54,15,jadi kapal ajar ada ambil ajar
54,16,dahsyat azab ku ancam ancam ku
54,17,mudah al quran ajar ada ambil ajar
54,18,kaum aad dusta dahsyat azab ku ancam ancam ku
54,19,hembus angin kencang nahas terus
54,20,gelimpang manusia akan pokok korma tumbang
54,21,dahsyat azab ku ancam ancam ku
54,22,mudah al quran ajar ada ambil ajar
54,23,kaum tsamudpun dusta ancam ancam
54,24,ikut manusia sesat gila
54,25,wahyu turun dusta sombong
54,26,kelak dusta sombong
54,27,kirim unta betina coba tunggu tindak sabar
54,28,berita air bagi unta betina gilir minum hadir gilir
54,29,panggil kawan kawan tangkap unta bunuh
54,30,dahsyat azab ku ancam ancam ku
54,31,timpa suara keras guntur rumput kering kumpul kandang binatang
54,32,mudah al quran ajar ada ambil ajar
54,33,kaum luth dusta ancam ancam nabi
54,34,hembus angin bawa batu batu timpa kecuali luth selamat fajar singsing
54,35,nikmat balas syukur
54,36,luth ingat azab azab dusta ancam ancam
54,37,bujuk serah tamu buta mata rasa azab ku ancam ancam ku
54,38,esok hari timpa azab kekal
54,39,rasa azab ku ancam ancam ku
54,40,mudah al quran ajar ada ambil ajar
54,41,kaum firaun ancam ancam
54,42,dusta mukjizat azab azab perkasa kuasa
54,43,kafir kaum musyrikin jamin bebas azab kitab kitab
54,44,golong satu menang
54,45,golong kalah mundur
54,46,kiamat janji kiamat dahsyat pahit
54,47,dosa sesat dunia neraka
54,48,ingat seret neraka rasa sentuh api neraka
54,49,cipta ukur
54,50,perintah kata kejap mata
54,51,ada ambil ajar
54,52,buat catat buku buku catat
54,53,urus tulis
54,54,takwa taman taman sungai sungai
54,55,nang sisi tuhan kuasa
55,1,tuhan murah
55,2,ajar al quran
55,3,cipta manusia
55,4,ajar pandai bicara
55,5,matahari edar hitung
55,6,tumbuh tumbuh pohon pohon dua tunduk nya
55,7,allah tinggi langit letak neraca adil
55,8,lampau batas neraca
55,9,tegak timbang adil kurang neraca
55,10,allah rata bumi makhluk
55,11,bumi buah buah pohon kurma kelopak mayang
55,12,biji biji kulit bunga bunga harum bau
55,13,nikmat tuhan mana dusta
55,14,cipta manusia tanah kering tembikar
55,15,cipta jin nyala api
55,16,nikmat tuhan mana dusta
55,17,tuhan pelihara terbit matahari tuhan pelihara benam
55,18,nikmat tuhan mana dusta
55,19,biar laut alir temu
55,20,batas lampau
55,21,nikmat tuhan mana dusta
55,22,mutiara marjan
55,23,nikmat tuhan mana dusta
55,24,punya nya bahtera bahtera layar laut laksana gunung gunung
55,25,nikmat tuhan mana dusta
55,26,bumi binasa
55,27,kekal dzat tuhan besar mulia
55,28,nikmat tuhan mana dusta
55,29,langit bumi nya sibuk
55,30,nikmat rabb mu mana dusta
55,31,perhati sepenuh kepada manusia jin
55,32,nikmat tuhan mana dusta
55,33,jamaah jin manusia sanggup tembus lintas penjuru langit bumi lintas tembus kecuali kuat
55,34,nikmat tuhan mana dusta
55,35,jin manusia lepas nyala api cair tembaga selamat
55,36,nikmat tuhan mana dusta
55,37,langit belah merah mawar kilap minyak
55,38,nikmat tuhan mana dusta
55,39,manusia jin dosa
55,40,nikmat tuhan mana dusta
55,41,dosa kenal tanda tandan pegang ubun ubun kaki
55,42,nikmat tuhan mana dusta
55,43,neraka dusta dosa
55,44,keliling air didih puncak panas
55,45,nikmat tuhan mana dusta
55,46,takut hadap tuhan surga
